"year","state_code","long_name","name","variable","deflactor","value","valReal","poblacion","percap"
1998,23,"Quintana Roo","QROO","r33_infraeduca",32.4,0.48188,67.2366564289865,862418,77.9629558160735
1998,23,"Quintana Roo","QROO","r33_fis",144.4,0.48188,299.659666306964,862418,347.464531476574
1998,23,"Quintana Roo","QROO","r33_alimenticio",8.4,0.48188,17.4317257408483,862418,20.2126181745376
1998,23,"Quintana Roo","QROO","r33_edusuperior",7,0.48188,14.5264381173736,862418,16.8438484787813
1998,23,"Quintana Roo","QROO","r33_fortamun",52,0.48188,107.910683157633,862418,125.125731556661
1998,23,"Quintana Roo","QROO","r33_segurid",0,0.48188,0,862418,0
1998,23,"Quintana Roo","QROO","r33_faeb",1008.7,0.48188,2093.25973271354,862418,2427.19856579239
1998,23,"Quintana Roo","QROO","r33_edutecnologica",0,0.48188,0,862418,0
1998,23,"Quintana Roo","QROO","r33_fism",135.6,0.48188,281.39785838798,862418,326.289407674678
1998,23,"Quintana Roo","QROO","r33_fortaestados",0,0.48188,0,862418,0
1998,23,"Quintana Roo","QROO","r33_total",1463.7,0.48188,3037.47821034282,862418,3522.04871691317
1998,23,"Quintana Roo","QROO","r33_fise",8.8,0.48188,18.261807918984,862418,21.1751238018965
1998,23,"Quintana Roo","QROO","r33_fasa",210.8,0.48188,437.45330787748,862418,507.240465618157
1998,24,"San Luis Potosí","SLP","r33_infraeduca",46.2,0.48188,95.8744915746659,2367678,40.493044905036
1998,24,"San Luis Potosí","SLP","r33_segurid",0,0.48188,0,2367678,0
1998,24,"San Luis Potosí","SLP","r33_fortaestados",0,0.48188,0,2367678,0
1998,24,"San Luis Potosí","SLP","r33_fasa",280.5,0.48188,582.095127417614,2367678,245.850629780576
1998,24,"San Luis Potosí","SLP","r33_edusuperior",17.8,0.48188,36.9386569270358,2367678,15.6012164352736
1998,24,"San Luis Potosí","SLP","r33_faeb",2591.5,0.48188,5377.89491159625,2367678,2271.37934786582
1998,24,"San Luis Potosí","SLP","r33_alimenticio",14.4,0.48188,29.8829584128829,2367678,12.6212088015697
1998,24,"San Luis Potosí","SLP","r33_fortamun",162.5,0.48188,337.220884867602,2367678,142.42683543438
1998,24,"San Luis Potosí","SLP","r33_edutecnologica",0,0.48188,0,2367678,0
1998,24,"San Luis Potosí","SLP","r33_fise",43.5,0.48188,90.2714368722503,2367678,38.1265682547417
1998,24,"San Luis Potosí","SLP","r33_fism",308.8,0.48188,640.823441520711,2367678,270.654810966994
1998,24,"San Luis Potosí","SLP","r33_fis",352.3,0.48188,731.094878392961,2367678,308.781379221736
1998,24,"San Luis Potosí","SLP","r33_multiple",78.4,0.48188,162.696106914585,2367678,68.7154701418793
1998,24,"San Luis Potosí","SLP","r33_total",3465.2,0.48188,7191.00190918901,2367678,3037.15366244439
1998,25,"Sinaloa","SIN","r33_fortaestados",0,0.48188,0,2481249,0
1998,25,"Sinaloa","SIN","r33_edusuperior",15.2,0.48188,31.5431227691541,2481249,12.7125986828223
1998,25,"Sinaloa","SIN","r33_infraeduca",47.7,0.48188,98.9872997426745,2481249,39.89414191912
1998,25,"Sinaloa","SIN","r33_edutecnologica",0,0.48188,0,2481249,0
1998,25,"Sinaloa","SIN","r33_fortamun",179.1,0.48188,371.669295260231,2481249,149.791212111413
1998,25,"Sinaloa","SIN","r33_faeb",2234.6,0.48188,4637.25408815473,2481249,1868.91927741018
1998,25,"Sinaloa","SIN","r33_segurid",0,0.48188,0,2481249,0
1998,25,"Sinaloa","SIN","r33_multiple",97.9,0.48188,203.162613098697,2481249,81.8791717794936
1998,25,"Sinaloa","SIN","r33_fis",197.2,0.48188,409.230513820868,2481249,164.929240806089
1998,25,"Sinaloa","SIN","r33_fise",17.6,0.48188,36.523615837968,2481249,14.7198511064258
1998,25,"Sinaloa","SIN","r33_fasa",345.4,0.48188,716.775960820121,2481249,288.877077963607
1998,25,"Sinaloa","SIN","r33_fism",179.6,0.48188,372.7068979829,2481249,150.209389699663
1998,25,"Sinaloa","SIN","r33_alimenticio",35,0.48188,72.6321905868681,2481249,29.2724311775513
1998,25,"Sinaloa","SIN","r33_total",3054.2,0.48188,6338.09247115464,2481249,2554.39598007078
1998,26,"Sonora","SON","r33_faeb",2131.3,0.48188,4422.8853656512,2203557,2007.15723062812
1998,26,"Sonora","SON","r33_total",2971.9,0.48188,6167.30306300324,2203557,2798.79443236696
1998,26,"Sonora","SON","r33_fortaestados",0,0.48188,0,2203557,0
1998,26,"Sonora","SON","r33_fortamun",154,0.48188,319.58163858222,2203557,145.02989420388
1998,26,"Sonora","SON","r33_infraeduca",41.9,0.48188,86.9511081597078,2203557,39.4594322541726
1998,26,"Sonora","SON","r33_multiple",89.9,0.48188,186.560969535984,2203557,84.6635551229145
1998,26,"Sonora","SON","r33_segurid",0,0.48188,0,2203557,0
1998,26,"Sonora","SON","r33_fism",152.2,0.48188,315.846268780609,2203557,143.334739596302
1998,26,"Sonora","SON","r33_edusuperior",13.4,0.48188,27.8077529675438,2203557,12.6194843008571
1998,26,"Sonora","SON","r33_fise",12.2,0.48188,25.3175064331369,2203557,11.4893812291386
1998,26,"Sonora","SON","r33_fasa",432.3,0.48188,897.111314020088,2203557,407.119631586607
1998,26,"Sonora","SON","r33_alimenticio",34.6,0.48188,71.8021084087325,2203557,32.5846385678848
1998,26,"Sonora","SON","r33_fis",164.4,0.48188,341.163775213746,2203557,154.824120825441
1998,26,"Sonora","SON","r33_edutecnologica",0,0.48188,0,2203557,0
1998,27,"Tabasco","TAB","r33_fism",243.9,0.48188,506.142608118204,1914591,264.360695374732
1998,27,"Tabasco","TAB","r33_infraeduca",58,0.48188,120.361915829667,1914591,62.8656020161314
1998,27,"Tabasco","TAB","r33_fasa",376.5,0.48188,781.314850170167,1914591,408.084468259888
1998,27,"Tabasco","TAB","r33_fortamun",129.2,0.48188,268.11654353781,1914591,140.038547939382
1998,27,"Tabasco","TAB","r33_total",2792.9,0.48188,5795.84128828754,1914591,3027.19551501472
1998,27,"Tabasco","TAB","r33_edutecnologica",0,0.48188,0,1914591,0
1998,27,"Tabasco","TAB","r33_alimenticio",47.6,0.48188,98.7797791981406,1914591,51.5931492408251
1998,27,"Tabasco","TAB","r33_faeb",1900.9,0.48188,3944.75803104507,1914591,2060.36591159421
1998,27,"Tabasco","TAB","r33_fis",274.4,0.48188,569.436374201046,1914591,297.419330917698
1998,27,"Tabasco","TAB","r33_fise",30.5,0.48188,63.2937660828422,1914591,33.0586355429657
1998,27,"Tabasco","TAB","r33_segurid",0,0.48188,0,1914591,0
1998,27,"Tabasco","TAB","r33_edusuperior",6.3,0.48188,13.0737943056363,1914591,6.82850504657979
1998,27,"Tabasco","TAB","r33_multiple",111.9,0.48188,232.215489333444,1914591,121.287256303536
1998,27,"Tabasco","TAB","r33_fortaestados",0,0.48188,0,1914591,0
1998,28,"Tamaulipas","TAM","r33_fism",208.2,0.48188,432.057773719598,2671744,161.713762141731
1998,28,"Tamaulipas","TAM","r33_infraeduca",48.1,0.48188,99.8173819208102,2671744,37.3603840490744
1998,28,"Tamaulipas","TAM","r33_fortaestados",0,0.48188,0,2671744,0
1998,28,"Tamaulipas","TAM","r33_edusuperior",14.3,0.48188,29.675437868349,2671744,11.1071412037789
